customer_id,name,city,state,country,registration_date,is_active
5753,Customer_5753,Ahmedabad,West Bengal,India,2023-06-22,False
5754,Customer_5754,Chennai,West Bengal,India,2023-08-30,True
5755,Customer_5755,Ahmedabad,Delhi,India,2023-10-06,True
5756,Customer_5756,Ahmedabad,Maharashtra,India,2023-04-30,True
5757,Customer_5757,Hyderabad,Maharashtra,India,2023-05-15,False
5758,Customer_5758,Pune,Delhi,India,2023-07-24,False
5759,Customer_5759,Delhi,Maharashtra,India,2023-12-30,True
5760,Customer_5760,Hyderabad,Gujarat,India,2023-01-17,False
5761,Customer_5761,Kolkata,West Bengal,India,2023-11-09,False
5762,Customer_5762,Pune,Telangana,India,2023-04-21,True
5763,Customer_5763,Chennai,Karnataka,India,2023-06-23,False
5764,Customer_5764,Mumbai,Maharashtra,India,2023-04-29,True
5765,Customer_5765,Ahmedabad,West Bengal,India,2023-05-25,True
5766,Customer_5766,Pune,Telangana,India,2023-06-11,False
5767,Customer_5767,Mumbai,Karnataka,India,2023-11-30,True
5768,Customer_5768,Kolkata,Delhi,India,2023-08-14,False
5769,Customer_5769,Mumbai,Gujarat,India,2023-07-28,True
5770,Customer_5770,Ahmedabad,Karnataka,India,2023-12-09,True
5771,Customer_5771,Chennai,Maharashtra,India,2023-09-14,False
5772,Customer_5772,Mumbai,Maharashtra,India,2023-06-27,True
5773,Customer_5773,Bangalore,Gujarat,India,2023-02-01,True
5774,Customer_5774,Bangalore,Tamil Nadu,India,2023-05-31,False
5775,Customer_5775,Mumbai,Telangana,India,2023-12-12,False
5776,Customer_5776,Pune,Maharashtra,India,2023-11-12,False
5777,Customer_5777,Pune,Tamil Nadu,India,2023-12-28,False
5778,Customer_5778,Pune,Tamil Nadu,India,2023-02-21,False
5779,Customer_5779,Chennai,West Bengal,India,2023-02-27,False
5780,Customer_5780,Mumbai,Maharashtra,India,2023-07-23,True
5781,Customer_5781,Delhi,Telangana,India,2023-08-19,False
5782,Customer_5782,Bangalore,Delhi,India,2023-03-27,True
5783,Customer_5783,Ahmedabad,West Bengal,India,2023-04-03,False
5784,Customer_5784,Pune,Maharashtra,India,2023-02-28,False
5785,Customer_5785,Mumbai,Gujarat,India,2023-07-18,True
5786,Customer_5786,Kolkata,Karnataka,India,2023-05-16,False
5787,Customer_5787,Hyderabad,Karnataka,India,2023-03-10,False
5788,Customer_5788,Mumbai,Telangana,India,2023-06-14,False
5789,Customer_5789,Chennai,Tamil Nadu,India,2023-03-07,False
5790,Customer_5790,Delhi,West Bengal,India,2023-05-19,False
5791,Customer_5791,Delhi,Delhi,India,2023-07-29,False
5792,Customer_5792,Hyderabad,Telangana,India,2023-10-27,True
5793,Customer_5793,Hyderabad,Maharashtra,India,2023-04-25,True
5794,Customer_5794,Mumbai,Karnataka,India,2023-12-29,True
5795,Customer_5795,Delhi,Delhi,India,2023-12-04,False
5796,Customer_5796,Ahmedabad,Maharashtra,India,2023-05-18,False
5797,Customer_5797,Kolkata,Tamil Nadu,India,2023-08-22,False
5798,Customer_5798,Kolkata,Karnataka,India,2023-03-16,True
5799,Customer_5799,Mumbai,Maharashtra,India,2023-12-11,True
5800,Customer_5800,Kolkata,Tamil Nadu,India,2023-02-06,False
5801,Customer_5801,Pune,Telangana,India,2023-04-09,False
5802,Customer_5802,Pune,Telangana,India,2023-08-28,False
5803,Customer_5803,Mumbai,Tamil Nadu,India,2023-12-09,False
5804,Customer_5804,Mumbai,Karnataka,India,2023-01-12,True
5805,Customer_5805,Pune,Delhi,India,2023-03-21,True
5806,Customer_5806,Hyderabad,West Bengal,India,2023-02-27,False
5807,Customer_5807,Delhi,Telangana,India,2023-01-28,False
5808,Customer_5808,Kolkata,West Bengal,India,2023-07-25,False
5809,Customer_5809,Mumbai,Maharashtra,India,2023-01-15,False
5810,Customer_5810,Chennai,Gujarat,India,2023-03-16,True
5811,Customer_5811,Bangalore,West Bengal,India,2023-03-13,False
5812,Customer_5812,Chennai,Karnataka,India,2023-07-21,True
5813,Customer_5813,Hyderabad,Tamil Nadu,India,2023-02-24,False
5814,Customer_5814,Delhi,West Bengal,India,2023-03-02,False
5815,Customer_5815,Mumbai,Karnataka,India,2023-06-09,True
5816,Customer_5816,Chennai,Delhi,India,2023-09-17,True
5817,Customer_5817,Chennai,Telangana,India,2023-01-25,False
5818,Customer_5818,Chennai,Gujarat,India,2023-02-13,True
5819,Customer_5819,Pune,Telangana,India,2023-09-15,False
5820,Customer_5820,Kolkata,West Bengal,India,2023-05-26,False
5821,Customer_5821,Mumbai,Maharashtra,India,2023-11-14,False
5822,Customer_5822,Bangalore,Gujarat,India,2023-05-13,False
5823,Customer_5823,Delhi,Delhi,India,2023-12-26,False
5824,Customer_5824,Pune,Delhi,India,2023-06-14,True
5825,Customer_5825,Bangalore,Karnataka,India,2023-12-18,True
5826,Customer_5826,Pune,Telangana,India,2023-09-29,False
5827,Customer_5827,Chennai,Gujarat,India,2023-08-21,True
5828,Customer_5828,Chennai,Maharashtra,India,2023-06-26,True
5829,Customer_5829,Bangalore,Karnataka,India,2023-05-01,False
5830,Customer_5830,Chennai,Karnataka,India,2023-10-28,False
5831,Customer_5831,Delhi,West Bengal,India,2023-04-19,False
5832,Customer_5832,Kolkata,Telangana,India,2023-03-16,True
5833,Customer_5833,Hyderabad,Tamil Nadu,India,2023-10-29,True
5834,Customer_5834,Mumbai,Maharashtra,India,2023-10-31,True
5835,Customer_5835,Chennai,West Bengal,India,2023-04-12,False
5836,Customer_5836,Pune,Delhi,India,2023-10-08,True
5837,Customer_5837,Hyderabad,Telangana,India,2023-03-26,True
5838,Customer_5838,Mumbai,Telangana,India,2023-06-20,False
5839,Customer_5839,Bangalore,Delhi,India,2023-05-13,True
5840,Customer_5840,Bangalore,Tamil Nadu,India,2023-02-02,True
5841,Customer_5841,Kolkata,Tamil Nadu,India,2023-09-07,True
5842,Customer_5842,Hyderabad,Tamil Nadu,India,2023-10-25,False
5843,Customer_5843,Chennai,Tamil Nadu,India,2023-06-02,False
5844,Customer_5844,Mumbai,Delhi,India,2023-06-14,False
5845,Customer_5845,Kolkata,Maharashtra,India,2023-03-21,True
5846,Customer_5846,Hyderabad,Maharashtra,India,2023-07-11,True
5847,Customer_5847,Hyderabad,Gujarat,India,2023-03-17,False
5848,Customer_5848,Ahmedabad,Tamil Nadu,India,2023-10-01,False
5849,Customer_5849,Pune,Tamil Nadu,India,2023-08-15,False
5850,Customer_5850,Chennai,Tamil Nadu,India,2023-03-18,False
5851,Customer_5851,Bangalore,Telangana,India,2023-07-15,False
5852,Customer_5852,Delhi,Tamil Nadu,India,2023-12-20,False
5853,Customer_5853,Kolkata,Telangana,India,2023-07-12,True
5854,Customer_5854,Delhi,West Bengal,India,2023-11-24,False
5855,Customer_5855,Pune,Gujarat,India,2023-11-16,False
5856,Customer_5856,Delhi,Karnataka,India,2023-11-29,False
5857,Customer_5857,Ahmedabad,Gujarat,India,2023-02-06,False
5858,Customer_5858,Hyderabad,Tamil Nadu,India,2023-05-12,True
5859,Customer_5859,Hyderabad,Delhi,India,2023-09-23,True
5860,Customer_5860,Pune,West Bengal,India,2023-09-20,False
5861,Customer_5861,Delhi,Maharashtra,India,2023-12-09,False
5862,Customer_5862,Mumbai,Telangana,India,2023-11-03,True
5863,Customer_5863,Delhi,West Bengal,India,2023-12-09,True
5864,Customer_5864,Mumbai,Delhi,India,2023-10-18,False
5865,Customer_5865,Delhi,Maharashtra,India,2023-11-03,False
5866,Customer_5866,Pune,Gujarat,India,2023-03-23,False
5867,Customer_5867,Mumbai,Telangana,India,2023-02-06,False
5868,Customer_5868,Kolkata,Gujarat,India,2023-05-18,False
5869,Customer_5869,Pune,Telangana,India,2023-05-13,False
5870,Customer_5870,Chennai,Maharashtra,India,2023-11-02,False
5871,Customer_5871,Mumbai,Tamil Nadu,India,2023-07-12,False
5872,Customer_5872,Delhi,Tamil Nadu,India,2023-01-11,False
5873,Customer_5873,Delhi,Telangana,India,2023-11-12,True
5874,Customer_5874,Hyderabad,Maharashtra,India,2023-04-03,True
5875,Customer_5875,Mumbai,Maharashtra,India,2023-02-22,False
5876,Customer_5876,Chennai,Karnataka,India,2023-05-13,True
5877,Customer_5877,Pune,Maharashtra,India,2023-07-04,True
5878,Customer_5878,Bangalore,Maharashtra,India,2023-12-12,False
5879,Customer_5879,Chennai,Telangana,India,2023-11-24,True
5880,Customer_5880,Bangalore,Tamil Nadu,India,2023-07-25,True
5881,Customer_5881,Pune,Karnataka,India,2023-08-17,False
5882,Customer_5882,Kolkata,Gujarat,India,2023-07-13,False
5883,Customer_5883,Ahmedabad,Delhi,India,2023-10-31,True
5884,Customer_5884,Delhi,Maharashtra,India,2023-02-08,False
5885,Customer_5885,Ahmedabad,Telangana,India,2023-11-02,True
5886,Customer_5886,Pune,West Bengal,India,2023-10-21,True
5887,Customer_5887,Delhi,West Bengal,India,2023-05-22,True
5888,Customer_5888,Kolkata,Maharashtra,India,2023-10-21,False
5889,Customer_5889,Kolkata,Maharashtra,India,2023-04-23,True
5890,Customer_5890,Kolkata,Delhi,India,2023-05-26,False
5891,Customer_5891,Chennai,Maharashtra,India,2023-10-27,True
5892,Customer_5892,Delhi,Telangana,India,2023-08-27,True
5893,Customer_5893,Hyderabad,Maharashtra,India,2023-01-25,False
5894,Customer_5894,Hyderabad,Telangana,India,2023-05-06,True
5895,Customer_5895,Bangalore,Gujarat,India,2023-06-07,True
5896,Customer_5896,Pune,Karnataka,India,2023-11-26,True
5897,Customer_5897,Bangalore,Tamil Nadu,India,2023-04-27,False
5898,Customer_5898,Delhi,West Bengal,India,2023-04-11,True
5899,Customer_5899,Pune,Telangana,India,2023-02-18,False
5900,Customer_5900,Bangalore,Delhi,India,2023-03-16,True
5901,Customer_5901,Ahmedabad,Tamil Nadu,India,2023-11-20,False
5902,Customer_5902,Chennai,Karnataka,India,2023-06-23,False
5903,Customer_5903,Bangalore,Gujarat,India,2023-07-12,False
5904,Customer_5904,Pune,Karnataka,India,2023-02-19,True
5905,Customer_5905,Ahmedabad,West Bengal,India,2023-06-27,False
5906,Customer_5906,Ahmedabad,Maharashtra,India,2023-11-06,False
5907,Customer_5907,Chennai,Karnataka,India,2023-12-25,True
5908,Customer_5908,Delhi,Karnataka,India,2023-11-25,True
5909,Customer_5909,Mumbai,Tamil Nadu,India,2023-07-05,True
5910,Customer_5910,Kolkata,West Bengal,India,2023-02-27,True
5911,Customer_5911,Hyderabad,Gujarat,India,2023-11-19,True
5912,Customer_5912,Chennai,West Bengal,India,2023-01-02,True
5913,Customer_5913,Chennai,Gujarat,India,2023-08-20,True
5914,Customer_5914,Hyderabad,Gujarat,India,2023-06-27,True
5915,Customer_5915,Kolkata,West Bengal,India,2023-06-20,True
5916,Customer_5916,Chennai,Maharashtra,India,2023-08-01,True
5917,Customer_5917,Hyderabad,Delhi,India,2023-04-25,True
5918,Customer_5918,Bangalore,Maharashtra,India,2023-01-08,True
5919,Customer_5919,Chennai,Maharashtra,India,2023-12-28,True
5920,Customer_5920,Mumbai,Maharashtra,India,2023-02-22,False
5921,Customer_5921,Ahmedabad,Tamil Nadu,India,2023-02-23,True
5922,Customer_5922,Delhi,West Bengal,India,2023-10-15,False
5923,Customer_5923,Delhi,Tamil Nadu,India,2023-02-03,False
5924,Customer_5924,Kolkata,Delhi,India,2023-10-23,True
5925,Customer_5925,Mumbai,Karnataka,India,2023-08-11,True
5926,Customer_5926,Hyderabad,Tamil Nadu,India,2023-11-22,False
5927,Customer_5927,Mumbai,Tamil Nadu,India,2023-06-08,True
5928,Customer_5928,Ahmedabad,Karnataka,India,2023-12-27,True
5929,Customer_5929,Ahmedabad,Maharashtra,India,2023-06-17,True
5930,Customer_5930,Bangalore,Gujarat,India,2023-05-09,True
5931,Customer_5931,Mumbai,Karnataka,India,2023-09-12,True
5932,Customer_5932,Pune,Gujarat,India,2023-01-10,True
5933,Customer_5933,Kolkata,Maharashtra,India,2023-12-07,False
5934,Customer_5934,Ahmedabad,Delhi,India,2023-10-31,True
5935,Customer_5935,Hyderabad,West Bengal,India,2023-12-31,False
5936,Customer_5936,Pune,West Bengal,India,2023-06-25,False
5937,Customer_5937,Bangalore,Tamil Nadu,India,2023-11-16,True
5938,Customer_5938,Ahmedabad,Gujarat,India,2023-08-15,True
5939,Customer_5939,Kolkata,Delhi,India,2023-05-02,False
5940,Customer_5940,Delhi,Delhi,India,2023-06-10,True
5941,Customer_5941,Chennai,Telangana,India,2023-04-03,False
5942,Customer_5942,Ahmedabad,Gujarat,India,2023-04-04,False
5943,Customer_5943,Ahmedabad,Karnataka,India,2023-03-10,False
5944,Customer_5944,Chennai,Delhi,India,2023-06-03,True
5945,Customer_5945,Hyderabad,West Bengal,India,2023-04-29,False
5946,Customer_5946,Bangalore,Karnataka,India,2023-12-02,False
5947,Customer_5947,Bangalore,West Bengal,India,2023-07-12,False
5948,Customer_5948,Chennai,Telangana,India,2023-05-19,False
5949,Customer_5949,Kolkata,Maharashtra,India,2023-01-29,False
5950,Customer_5950,Hyderabad,Maharashtra,India,2023-06-09,False
5951,Customer_5951,Chennai,Maharashtra,India,2023-11-23,False
5952,Customer_5952,Pune,Karnataka,India,2023-05-03,False
5953,Customer_5953,Ahmedabad,Maharashtra,India,2023-03-29,True
5954,Customer_5954,Delhi,Delhi,India,2023-07-30,False
5955,Customer_5955,Bangalore,Delhi,India,2023-05-11,False
5956,Customer_5956,Bangalore,Maharashtra,India,2023-05-13,False
5957,Customer_5957,Bangalore,Karnataka,India,2023-07-04,False
5958,Customer_5958,Chennai,Delhi,India,2023-11-24,True
5959,Customer_5959,Pune,Tamil Nadu,India,2023-07-27,False
5960,Customer_5960,Chennai,Telangana,India,2023-02-08,False
5961,Customer_5961,Kolkata,Karnataka,India,2023-12-04,False
5962,Customer_5962,Bangalore,Gujarat,India,2023-11-21,True
5963,Customer_5963,Chennai,Telangana,India,2023-11-05,True
5964,Customer_5964,Pune,Karnataka,India,2023-07-06,True
5965,Customer_5965,Bangalore,West Bengal,India,2023-12-13,False
5966,Customer_5966,Bangalore,Karnataka,India,2023-12-01,True
5967,Customer_5967,Mumbai,Tamil Nadu,India,2023-12-06,False
5968,Customer_5968,Mumbai,Delhi,India,2023-01-16,False
5969,Customer_5969,Ahmedabad,Gujarat,India,2023-12-23,False
5970,Customer_5970,Ahmedabad,Maharashtra,India,2023-10-28,True
5971,Customer_5971,Kolkata,West Bengal,India,2023-12-03,True
5972,Customer_5972,Kolkata,Gujarat,India,2023-08-30,False
5973,Customer_5973,Mumbai,Maharashtra,India,2023-03-13,True
5974,Customer_5974,Mumbai,Maharashtra,India,2023-08-07,False
5975,Customer_5975,Delhi,Gujarat,India,2023-02-24,False
5976,Customer_5976,Ahmedabad,Tamil Nadu,India,2023-05-02,True
5977,Customer_5977,Mumbai,Tamil Nadu,India,2023-12-26,False
5978,Customer_5978,Kolkata,West Bengal,India,2023-12-16,True
5979,Customer_5979,Ahmedabad,Maharashtra,India,2023-04-13,False
5980,Customer_5980,Kolkata,Delhi,India,2023-08-12,True
5981,Customer_5981,Chennai,Tamil Nadu,India,2023-11-16,True
5982,Customer_5982,Ahmedabad,Karnataka,India,2023-11-21,True
5983,Customer_5983,Bangalore,Telangana,India,2023-09-13,False
5984,Customer_5984,Kolkata,Delhi,India,2023-04-15,False
5985,Customer_5985,Kolkata,Maharashtra,India,2023-09-18,False
5986,Customer_5986,Ahmedabad,Telangana,India,2023-12-13,False
5987,Customer_5987,Mumbai,West Bengal,India,2023-07-05,False
5988,Customer_5988,Delhi,Maharashtra,India,2023-08-05,True
5989,Customer_5989,Mumbai,Karnataka,India,2023-04-08,True
5990,Customer_5990,Ahmedabad,Telangana,India,2023-08-12,False
5991,Customer_5991,Ahmedabad,Karnataka,India,2023-08-08,False
5992,Customer_5992,Pune,Maharashtra,India,2023-04-07,True
5993,Customer_5993,Kolkata,Tamil Nadu,India,2023-06-02,False
5994,Customer_5994,Ahmedabad,Delhi,India,2023-07-04,False
5995,Customer_5995,Pune,Karnataka,India,2023-07-21,False
5996,Customer_5996,Kolkata,Delhi,India,2023-11-26,True
5997,Customer_5997,Mumbai,Tamil Nadu,India,2023-05-09,True
5998,Customer_5998,Ahmedabad,Maharashtra,India,2023-06-26,False
5999,Customer_5999,Delhi,Delhi,India,2023-09-05,True
6000,Customer_6000,Bangalore,Maharashtra,India,2023-05-21,True
6001,Customer_6001,Chennai,Maharashtra,India,2023-09-10,False
6002,Customer_6002,Bangalore,Tamil Nadu,India,2023-05-04,True
6003,Customer_6003,Kolkata,Telangana,India,2023-05-22,False
6004,Customer_6004,Hyderabad,Maharashtra,India,2023-10-20,True
6005,Customer_6005,Kolkata,Telangana,India,2023-05-30,True
6006,Customer_6006,Bangalore,Tamil Nadu,India,2023-02-15,False
6007,Customer_6007,Pune,Karnataka,India,2023-05-28,True
6008,Customer_6008,Mumbai,Delhi,India,2023-04-29,True
6009,Customer_6009,Delhi,West Bengal,India,2023-12-10,True
6010,Customer_6010,Ahmedabad,Delhi,India,2023-10-04,False
6011,Customer_6011,Kolkata,Telangana,India,2023-06-09,False
6012,Customer_6012,Mumbai,Tamil Nadu,India,2023-07-15,False
6013,Customer_6013,Kolkata,Karnataka,India,2023-07-15,False
6014,Customer_6014,Bangalore,Gujarat,India,2023-04-01,True
6015,Customer_6015,Pune,Maharashtra,India,2023-02-01,True
6016,Customer_6016,Chennai,Maharashtra,India,2023-03-13,True
6017,Customer_6017,Ahmedabad,Delhi,India,2023-11-07,False
6018,Customer_6018,Kolkata,Karnataka,India,2023-02-27,False
6019,Customer_6019,Pune,Maharashtra,India,2023-10-01,True
6020,Customer_6020,Bangalore,Delhi,India,2023-12-06,False
6021,Customer_6021,Chennai,Karnataka,India,2023-07-15,False
6022,Customer_6022,Kolkata,Tamil Nadu,India,2023-04-26,True
6023,Customer_6023,Bangalore,Karnataka,India,2023-11-04,True
6024,Customer_6024,Chennai,West Bengal,India,2023-03-19,False
6025,Customer_6025,Ahmedabad,Karnataka,India,2023-10-30,True
6026,Customer_6026,Ahmedabad,Gujarat,India,2023-10-11,True
6027,Customer_6027,Delhi,Telangana,India,2023-10-22,False
6028,Customer_6028,Delhi,Gujarat,India,2023-03-09,False
6029,Customer_6029,Hyderabad,West Bengal,India,2023-10-10,True
6030,Customer_6030,Kolkata,Karnataka,India,2023-06-30,False
6031,Customer_6031,Hyderabad,Telangana,India,2023-06-15,False
6032,Customer_6032,Ahmedabad,Delhi,India,2023-01-03,True
6033,Customer_6033,Hyderabad,Karnataka,India,2023-09-25,True
6034,Customer_6034,Delhi,Maharashtra,India,2023-12-25,True
6035,Customer_6035,Pune,Tamil Nadu,India,2023-10-29,True
6036,Customer_6036,Ahmedabad,Tamil Nadu,India,2023-08-09,False
6037,Customer_6037,Delhi,Telangana,India,2023-07-24,False
6038,Customer_6038,Mumbai,Gujarat,India,2023-05-07,False
6039,Customer_6039,Kolkata,Karnataka,India,2023-02-27,False
6040,Customer_6040,Bangalore,Gujarat,India,2023-05-17,False
6041,Customer_6041,Delhi,Maharashtra,India,2023-06-20,False
6042,Customer_6042,Pune,West Bengal,India,2023-10-06,False
6043,Customer_6043,Pune,Gujarat,India,2023-08-04,True
6044,Customer_6044,Delhi,West Bengal,India,2023-03-05,True
6045,Customer_6045,Kolkata,Telangana,India,2023-01-29,True
6046,Customer_6046,Hyderabad,Tamil Nadu,India,2023-05-17,True
6047,Customer_6047,Hyderabad,Maharashtra,India,2023-07-24,True
6048,Customer_6048,Delhi,Karnataka,India,2023-06-06,False
6049,Customer_6049,Delhi,Telangana,India,2023-07-29,False
6050,Customer_6050,Chennai,Maharashtra,India,2023-06-10,False
6051,Customer_6051,Hyderabad,Gujarat,India,2023-11-16,False
6052,Customer_6052,Hyderabad,Maharashtra,India,2023-03-22,True
6053,Customer_6053,Bangalore,Delhi,India,2023-08-23,False
6054,Customer_6054,Pune,West Bengal,India,2023-02-09,False
6055,Customer_6055,Mumbai,Maharashtra,India,2023-12-07,True
6056,Customer_6056,Bangalore,West Bengal,India,2023-08-02,True
6057,Customer_6057,Kolkata,Maharashtra,India,2023-04-18,False
6058,Customer_6058,Delhi,Delhi,India,2023-02-07,False
6059,Customer_6059,Kolkata,West Bengal,India,2023-10-22,False
6060,Customer_6060,Hyderabad,Tamil Nadu,India,2023-06-10,True
6061,Customer_6061,Mumbai,West Bengal,India,2023-08-15,True
6062,Customer_6062,Ahmedabad,Karnataka,India,2023-03-31,True
6063,Customer_6063,Kolkata,Maharashtra,India,2023-06-20,True
6064,Customer_6064,Mumbai,Karnataka,India,2023-06-09,True
6065,Customer_6065,Delhi,West Bengal,India,2023-11-05,False
6066,Customer_6066,Chennai,Gujarat,India,2023-12-06,True
6067,Customer_6067,Ahmedabad,Telangana,India,2023-01-31,False
6068,Customer_6068,Ahmedabad,Gujarat,India,2023-10-05,False
6069,Customer_6069,Kolkata,Tamil Nadu,India,2023-03-19,False
6070,Customer_6070,Ahmedabad,Maharashtra,India,2023-08-16,False
6071,Customer_6071,Kolkata,Delhi,India,2023-10-25,False
6072,Customer_6072,Bangalore,West Bengal,India,2023-05-06,True
6073,Customer_6073,Kolkata,Gujarat,India,2023-03-24,False
6074,Customer_6074,Chennai,West Bengal,India,2023-07-02,False
6075,Customer_6075,Ahmedabad,Karnataka,India,2023-11-09,True
6076,Customer_6076,Bangalore,Gujarat,India,2023-02-06,True
6077,Customer_6077,Hyderabad,Gujarat,India,2023-11-02,False
6078,Customer_6078,Chennai,Karnataka,India,2023-04-14,True
6079,Customer_6079,Chennai,Maharashtra,India,2023-10-24,False
6080,Customer_6080,Pune,Telangana,India,2023-04-19,False
6081,Customer_6081,Delhi,Maharashtra,India,2023-04-24,False
6082,Customer_6082,Pune,Gujarat,India,2023-12-03,False
6083,Customer_6083,Hyderabad,West Bengal,India,2023-09-27,False
6084,Customer_6084,Mumbai,Karnataka,India,2023-09-03,True
6085,Customer_6085,Kolkata,Maharashtra,India,2023-07-13,False
6086,Customer_6086,Ahmedabad,Tamil Nadu,India,2023-06-18,False
6087,Customer_6087,Chennai,Maharashtra,India,2023-10-27,True
6088,Customer_6088,Kolkata,West Bengal,India,2023-09-13,False
6089,Customer_6089,Hyderabad,Delhi,India,2023-06-08,True
6090,Customer_6090,Hyderabad,Delhi,India,2023-06-06,False
6091,Customer_6091,Chennai,West Bengal,India,2023-08-02,True
6092,Customer_6092,Pune,Karnataka,India,2023-04-15,True
6093,Customer_6093,Pune,Delhi,India,2023-06-08,False
6094,Customer_6094,Mumbai,Gujarat,India,2023-04-27,True
6095,Customer_6095,Pune,Delhi,India,2023-09-26,True
6096,Customer_6096,Pune,West Bengal,India,2023-04-20,True
6097,Customer_6097,Delhi,Delhi,India,2023-11-11,False
6098,Customer_6098,Ahmedabad,Gujarat,India,2023-08-29,False
6099,Customer_6099,Mumbai,West Bengal,India,2023-10-17,True
6100,Customer_6100,Delhi,Karnataka,India,2023-08-15,False
6101,Customer_6101,Hyderabad,Karnataka,India,2023-08-15,True
6102,Customer_6102,Kolkata,West Bengal,India,2023-12-23,False
6103,Customer_6103,Chennai,West Bengal,India,2023-03-14,False
6104,Customer_6104,Pune,Tamil Nadu,India,2023-03-07,True
6105,Customer_6105,Chennai,Maharashtra,India,2023-04-13,True
6106,Customer_6106,Ahmedabad,Gujarat,India,2023-08-05,False
6107,Customer_6107,Bangalore,Tamil Nadu,India,2023-06-16,True
6108,Customer_6108,Mumbai,Tamil Nadu,India,2023-02-01,False
6109,Customer_6109,Bangalore,Telangana,India,2023-12-23,True
6110,Customer_6110,Chennai,Telangana,India,2023-01-13,True
6111,Customer_6111,Hyderabad,Telangana,India,2023-10-01,False
6112,Customer_6112,Delhi,Karnataka,India,2023-06-30,False
6113,Customer_6113,Delhi,Maharashtra,India,2023-03-25,False
6114,Customer_6114,Delhi,Gujarat,India,2023-04-25,False
6115,Customer_6115,Kolkata,West Bengal,India,2023-06-18,True
6116,Customer_6116,Chennai,Delhi,India,2023-04-16,True
6117,Customer_6117,Chennai,Gujarat,India,2023-06-09,True
6118,Customer_6118,Mumbai,West Bengal,India,2023-08-28,False
6119,Customer_6119,Pune,Tamil Nadu,India,2023-10-10,False
6120,Customer_6120,Bangalore,Gujarat,India,2023-07-08,True
6121,Customer_6121,Kolkata,Telangana,India,2023-02-04,True
6122,Customer_6122,Kolkata,Tamil Nadu,India,2023-02-24,False
6123,Customer_6123,Hyderabad,Gujarat,India,2023-03-23,False
6124,Customer_6124,Mumbai,Delhi,India,2023-08-16,False
6125,Customer_6125,Hyderabad,Delhi,India,2023-05-11,False
6126,Customer_6126,Hyderabad,West Bengal,India,2023-11-16,False
6127,Customer_6127,Delhi,Gujarat,India,2023-08-16,False
6128,Customer_6128,Bangalore,West Bengal,India,2023-05-12,False
6129,Customer_6129,Ahmedabad,Telangana,India,2023-09-02,True
6130,Customer_6130,Mumbai,Karnataka,India,2023-09-05,False
6131,Customer_6131,Bangalore,Delhi,India,2023-12-11,True
6132,Customer_6132,Delhi,Maharashtra,India,2023-05-18,True
6133,Customer_6133,Kolkata,Gujarat,India,2023-08-14,False
6134,Customer_6134,Chennai,Gujarat,India,2023-06-24,False
6135,Customer_6135,Kolkata,West Bengal,India,2023-01-08,False
6136,Customer_6136,Bangalore,Maharashtra,India,2023-10-22,True
6137,Customer_6137,Ahmedabad,Gujarat,India,2023-10-27,False
6138,Customer_6138,Hyderabad,Karnataka,India,2023-04-03,True
6139,Customer_6139,Mumbai,Karnataka,India,2023-04-29,False
6140,Customer_6140,Ahmedabad,West Bengal,India,2023-12-23,False
6141,Customer_6141,Mumbai,Maharashtra,India,2023-09-11,False
6142,Customer_6142,Delhi,Karnataka,India,2023-09-30,True
6143,Customer_6143,Ahmedabad,Karnataka,India,2023-05-12,False
6144,Customer_6144,Bangalore,Karnataka,India,2023-08-17,True
6145,Customer_6145,Hyderabad,Karnataka,India,2023-04-12,True
6146,Customer_6146,Chennai,Maharashtra,India,2023-09-03,False
6147,Customer_6147,Hyderabad,West Bengal,India,2023-08-10,True
6148,Customer_6148,Delhi,Gujarat,India,2023-08-03,False
6149,Customer_6149,Bangalore,Delhi,India,2023-04-02,False
6150,Customer_6150,Mumbai,Telangana,India,2023-01-02,False
6151,Customer_6151,Bangalore,West Bengal,India,2023-10-18,False
6152,Customer_6152,Delhi,Gujarat,India,2023-06-17,True
6153,Customer_6153,Delhi,Karnataka,India,2023-04-10,False
6154,Customer_6154,Ahmedabad,Karnataka,India,2023-07-16,False
6155,Customer_6155,Delhi,Delhi,India,2023-08-06,False
6156,Customer_6156,Kolkata,Tamil Nadu,India,2023-06-01,True
6157,Customer_6157,Delhi,Delhi,India,2023-12-25,True
6158,Customer_6158,Hyderabad,Maharashtra,India,2023-01-18,False
6159,Customer_6159,Ahmedabad,West Bengal,India,2023-01-20,False
6160,Customer_6160,Bangalore,Delhi,India,2023-04-11,True
6161,Customer_6161,Chennai,Maharashtra,India,2023-10-16,False
6162,Customer_6162,Delhi,Telangana,India,2023-07-22,False
6163,Customer_6163,Hyderabad,West Bengal,India,2023-01-30,True
6164,Customer_6164,Bangalore,Maharashtra,India,2023-09-09,True
6165,Customer_6165,Ahmedabad,Delhi,India,2023-11-15,True
6166,Customer_6166,Bangalore,Delhi,India,2023-12-11,True
6167,Customer_6167,Chennai,Maharashtra,India,2023-10-07,False
6168,Customer_6168,Mumbai,Delhi,India,2023-03-23,True
6169,Customer_6169,Ahmedabad,Karnataka,India,2023-08-30,False
6170,Customer_6170,Pune,Maharashtra,India,2023-10-05,False
6171,Customer_6171,Chennai,Maharashtra,India,2023-10-29,True
6172,Customer_6172,Ahmedabad,Karnataka,India,2023-08-26,True
6173,Customer_6173,Hyderabad,Karnataka,India,2023-08-05,True
